,values,eff,size,lowerCI_95%,upperCI_95%,feature
27,0.7961165048543689,0.007992205162503423,105.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
28,0.80859375,0.007992205162503423,108.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
29,0.8253968253968254,0.007992205162503423,109.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
30,0.8409090909090909,0.007992205162503423,106.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
31,0.8567839195979899,0.007992205162503423,107.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
32,0.875968992248062,0.007992205162503423,107.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
33,0.8921775898520085,0.007992205162503423,108.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
34,0.9079365079365079,0.007992205162503423,107.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
35,0.9280742459396751,0.007992205162503423,107.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
36,0.9459926301243666,0.007992205162503423,108.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
37,0.9641916798314903,0.007992205162503423,107.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
38,0.9822222222222222,0.007992205162503423,108.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
39,0.9975845410628019,0.007992205162503423,107.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
40,1.0,0.007992205162503423,645.0,0.007992205162503423,0.007992205162503423,ssl_validation_status_ratio
0,0.0,-0.012088431269321374,0.0,,,ssl_curve_standard_ratio
1,0.06259026545661979,-0.012088431269321374,430.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
2,0.19047619047619047,-0.012088431269321374,107.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
3,0.2716049382716049,-0.012088431269321374,108.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
4,0.34386554621848736,-0.012088431269321374,107.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
5,0.41614011750360275,-0.012088431269321374,108.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
6,0.4785716810584255,-0.012088431269321374,107.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
7,0.5203252032520326,-0.012088431269321374,107.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
8,0.5613703236654056,-0.012088431269321374,108.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
9,0.6,-0.012088431269321374,123.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
10,0.6277173913043478,-0.012088431269321374,92.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
11,0.6544943820224719,-0.012088431269321374,107.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
12,0.6694444444444444,-0.012088431269321374,109.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
13,0.6936373430491078,-0.012088431269321374,106.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
14,0.7142857142857143,-0.012088431269321374,108.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
15,0.7336412256540051,-0.012088431269321374,107.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
16,0.75,-0.012088431269321374,109.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
17,0.7688297945753383,-0.012088431269321374,105.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
18,0.7813686739517941,-0.012088431269321374,108.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
19,0.7959782608695652,-0.012088431269321374,107.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
20,0.8080132879598121,-0.012088431269321374,108.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
21,0.8203125,-0.012088431269321374,107.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
22,0.8298719424964456,-0.012088431269321374,107.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
23,0.84,-0.012088431269321374,111.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
24,0.8494949494949495,-0.012088431269321374,104.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
25,0.8584905660377359,-0.012088431269321374,108.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
26,0.868421052631579,-0.012088431269321374,108.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
27,0.8750597374079155,-0.012088431269321374,106.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
28,0.8824836093451938,-0.012088431269321374,108.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
29,0.8895073572939465,-0.012088431269321374,107.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
30,0.8959422657952071,-0.012088431269321374,108.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
31,0.9027606679035252,-0.012088431269321374,107.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
32,0.9106816961889426,-0.012088431269321374,109.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
33,0.9184466590234296,-0.012088431269321374,106.0,-0.012088431269321374,-0.012088431269321374,ssl_curve_standard_ratio
34,0.9264508928571428,0.006603157515725353,107.0,-0.01947683359671371,0.03268314862816442,ssl_curve_standard_ratio
35,0.9337516808606007,0.006603157515725353,109.0,0.006603157515725353,0.006603157515725353,ssl_curve_standard_ratio
36,0.9404761904761905,0.006603157515725353,106.0,0.006603157515725353,0.006603157515725353,ssl_curve_standard_ratio
37,0.9462954207452938,0.006603157515725353,107.0,0.006603157515725353,0.006603157515725353,ssl_curve_standard_ratio
38,0.9518035827201353,0.04364019455276239,108.0,0.007447687574503398,0.07983270153102139,ssl_curve_standard_ratio
39,0.9564907753735197,0.04364019455276239,107.0,0.04364019455276239,0.04364019455276239,ssl_curve_standard_ratio
40,0.9601419604064834,0.04364019455276239,108.0,0.04364019455276239,0.04364019455276239,ssl_curve_standard_ratio
41,0.964751572005489,0.04364019455276239,107.0,0.04364019455276239,0.04364019455276239,ssl_curve_standard_ratio
42,0.9693008136920845,0.04364019455276239,107.0,0.04364019455276239,0.04364019455276239,ssl_curve_standard_ratio
43,0.9736842105263158,0.04364019455276239,108.0,0.04364019455276239,0.04364019455276239,ssl_curve_standard_ratio
44,0.9783235754900739,0.04364019455276239,107.0,0.04364019455276239,0.04364019455276239,ssl_curve_standard_ratio
45,0.9867441229365308,0.04364019455276239,108.0,0.04364019455276239,0.04364019455276239,ssl_curve_standard_ratio
46,1.0,0.04364019455276239,215.0,0.04364019455276239,0.04364019455276239,ssl_curve_standard_ratio
0,0.0,0.09858499348352262,0.0,,,ssl_last_alert_ratio
1,0.5771334792122538,-0.09858499348352262,5371.0,-0.10922865487646881,-0.08794133209057643,ssl_last_alert_ratio
0,0.0,0.036230168126923985,0.0,,,http_request_body_len_ratio
1,1.0121951219512195,0.036230168126923985,2472.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
2,2.7704918032786887,0.036230168126923985,107.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
3,3.883720930232558,0.036230168126923985,107.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
4,5.6,0.036230168126923985,111.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
5,6.918367346938775,0.036230168126923985,107.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
6,8.44,0.036230168126923985,104.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
7,10.458333333333334,0.036230168126923985,107.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
8,12.377464788732395,0.036230168126923985,107.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
9,14.344827586206897,0.036230168126923985,108.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
10,16.194444444444443,0.036230168126923985,107.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
11,18.814814814814813,0.036230168126923985,108.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
12,21.142857142857142,0.036230168126923985,108.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
13,23.64864864864865,0.036230168126923985,108.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
14,26.16346153846154,0.036230168126923985,107.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
15,29.333333333333332,0.036230168126923985,106.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
16,34.0,0.036230168126923985,109.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
17,38.21666666666667,0.036230168126923985,106.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
18,44.0,0.036230168126923985,108.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
19,53.839285714285715,0.036230168126923985,107.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
20,62.1,0.036230168126923985,108.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
21,74.54736842105264,0.036230168126923985,107.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
22,83.0,0.036230168126923985,111.0,0.036230168126923985,0.036230168126923985,http_request_body_len_ratio
23,101.21212121212122,-0.2938669192517168,103.0,-0.3862213764074075,-0.20151246209602616,http_request_body_len_ratio
24,131.5185185185185,-0.2938669192517168,108.0,-0.2938669192517168,-0.2938669192517168,http_request_body_len_ratio
25,168.22535211267606,-0.2938669192517168,107.0,-0.2938669192517168,-0.2938669192517168,http_request_body_len_ratio
26,278.6666666666667,-0.2938669192517168,108.0,-0.2938669192517168,-0.2938669192517168,http_request_body_len_ratio
27,525.6444444444444,-0.2938669192517168,107.0,-0.2938669192517168,-0.2938669192517168,http_request_body_len_ratio
28,2873.5,-0.2938669192517168,108.0,-0.2938669192517168,-0.2938669192517168,http_request_body_len_ratio
0,0.0,0.04429638574762004,0.0,,,http_response_body_len_ratio
1,14.181818181818182,0.04429638574762004,436.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
2,26.727272727272727,0.04429638574762004,103.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
3,68.95652173913044,0.04429638574762004,107.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
4,111.41666666666667,0.04429638574762004,106.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
5,153.0,0.04429638574762004,108.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
6,191.86363636363637,0.04429638574762004,107.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
7,235.89473684210526,0.04429638574762004,107.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
8,266.6666666666667,0.04429638574762004,109.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
9,298.5,0.04429638574762004,106.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
10,339.21875,0.04429638574762004,108.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
11,376.9166666666667,0.04429638574762004,107.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
12,426.7391304347826,0.04429638574762004,108.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
13,464.97222222222223,0.04429638574762004,107.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
14,472.0,0.04429638574762004,116.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
15,505.71084337349396,0.04429638574762004,99.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
16,556.3703703703703,0.04429638574762004,108.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
17,609.0185185185185,0.04429638574762004,106.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
18,692.2258064516129,0.04429638574762004,108.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
19,788.6666666666666,0.04429638574762004,107.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
20,897.7142857142857,0.04429638574762004,108.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
21,1040.3181818181818,0.04429638574762004,107.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
22,1152.7222222222222,0.04429638574762004,107.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
23,1292.5777777777778,0.04429638574762004,108.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
24,1458.9583333333333,0.04429638574762004,107.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
25,1668.0,0.04429638574762004,108.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
26,1940.7058823529412,0.04429638574762004,107.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
27,2318.689655172414,0.04429638574762004,107.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
28,2808.741573033708,0.04429638574762004,108.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
29,3290.3125,0.04429638574762004,107.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
30,3790.269230769231,0.04429638574762004,108.0,0.04429638574762004,0.04429638574762004,http_response_body_len_ratio
31,4281.478260869565,0.006913208177526588,107.0,-0.02961651656216211,0.043442932917215286,http_response_body_len_ratio
32,5060.035714285715,0.006913208177526588,108.0,0.006913208177526588,0.006913208177526588,http_response_body_len_ratio
33,5920.545454545455,-0.10523632453275378,107.0,-0.16600086492568147,-0.044471784139826075,http_response_body_len_ratio
34,6911.375,-0.10523632453275378,107.0,-0.10523632453275378,-0.10523632453275378,http_response_body_len_ratio
35,7935.37037037037,-0.10523632453275378,108.0,-0.10523632453275378,-0.10523632453275378,http_response_body_len_ratio
36,9485.523076923077,-0.10523632453275378,107.0,-0.10523632453275378,-0.10523632453275378,http_response_body_len_ratio
37,12460.54054054054,-0.10523632453275378,107.0,-0.10523632453275378,-0.10523632453275378,http_response_body_len_ratio
38,16753.927272727273,-0.10523632453275378,108.0,-0.10523632453275378,-0.10523632453275378,http_response_body_len_ratio
39,22779.791666666668,-0.10523632453275378,107.0,-0.10523632453275378,-0.10523632453275378,http_response_body_len_ratio
40,29443.0625,-0.10523632453275378,108.0,-0.10523632453275378,-0.10523632453275378,http_response_body_len_ratio
41,43489.75,-0.10523632453275378,108.0,-0.10523632453275378,-0.10523632453275378,http_response_body_len_ratio
42,65210.65714285714,-0.10523632453275378,106.0,-0.10523632453275378,-0.10523632453275378,http_response_body_len_ratio
43,106880.26190476191,-0.10523632453275378,108.0,-0.10523632453275378,-0.10523632453275378,http_response_body_len_ratio
44,174309.02272727274,-0.10523632453275378,108.0,-0.10523632453275378,-0.10523632453275378,http_response_body_len_ratio
45,297695.3559322034,-0.10523632453275378,107.0,-0.10523632453275378,-0.10523632453275378,http_response_body_len_ratio
46,450208.9666666667,-0.08654473574770705,107.0,-0.1126247268601461,-0.06046474463526799,http_response_body_len_ratio
47,5121914.842105263,-0.08654473574770705,108.0,-0.08654473574770705,-0.08654473574770705,http_response_body_len_ratio
0,0.0,0.1492145300502574,0.0,,,http_method_get_ratio
1,0.035942492012779555,0.1492145300502574,430.0,0.1492145300502574,0.1492145300502574,http_method_get_ratio
2,0.1875,0.1492145300502574,107.0,0.1492145300502574,0.1492145300502574,http_method_get_ratio
3,0.3023255813953488,0.1492145300502574,108.0,0.1492145300502574,0.1492145300502574,http_method_get_ratio
4,0.4262295081967213,0.1492145300502574,109.0,0.1492145300502574,0.1492145300502574,http_method_get_ratio
5,0.5,0.1492145300502574,130.0,0.1492145300502574,0.1492145300502574,http_method_get_ratio
6,0.5511811023622047,0.1492145300502574,83.0,0.1492145300502574,0.1492145300502574,http_method_get_ratio
7,0.6,0.1492145300502574,126.0,0.1492145300502574,0.1492145300502574,http_method_get_ratio
8,0.6301369863013698,0.1492145300502574,90.0,0.1492145300502574,0.1492145300502574,http_method_get_ratio
9,0.6590909090909091,0.1492145300502574,106.0,0.1492145300502574,0.1492145300502574,http_method_get_ratio
10,0.6823529411764706,0.1492145300502574,108.0,0.1492145300502574,0.1492145300502574,http_method_get_ratio
11,0.7011494252873564,0.1492145300502574,108.0,0.1492145300502574,0.1492145300502574,http_method_get_ratio
12,0.7217391304347827,0.16790611883530412,107.0,0.14182612772286507,0.19398610994774318,http_method_get_ratio
13,0.7391304347826086,0.16790611883530412,111.0,0.16790611883530412,0.16790611883530412,http_method_get_ratio
14,0.75,0.16790611883530412,105.0,0.16790611883530412,0.16790611883530412,http_method_get_ratio
15,0.7714285714285715,0.16790611883530412,109.0,0.16790611883530412,0.16790611883530412,http_method_get_ratio
16,0.7857142857142857,0.16790611883530412,109.0,0.16790611883530412,0.16790611883530412,http_method_get_ratio
17,0.8,0.16790611883530412,120.0,0.16790611883530412,0.16790611883530412,http_method_get_ratio
18,0.8157894736842105,0.16790611883530412,94.0,0.16790611883530412,0.16790611883530412,http_method_get_ratio
19,0.8307692307692308,0.033290734219919516,104.0,-0.03340743009045928,0.09998889853029831,http_method_get_ratio
20,0.84,0.033290734219919516,117.0,0.033290734219919516,0.033290734219919516,http_method_get_ratio
21,0.8490566037735849,0.033290734219919516,100.0,0.033290734219919516,0.033290734219919516,http_method_get_ratio
22,0.8571428571428571,-0.02076331983413454,111.0,-0.06349039544710561,0.021963755778836518,http_method_get_ratio
23,0.8695652173913043,-0.057800356871171577,108.0,-0.09399286384943056,-0.021607849892912583,http_method_get_ratio
24,0.875,-0.1435146425854573,105.0,-0.19795009481956927,-0.08907919035134532,http_method_get_ratio
25,0.8846153846153846,-0.1435146425854573,107.0,-0.1435146425854573,-0.1435146425854573,http_method_get_ratio
26,0.8928571428571429,-0.1435146425854573,111.0,-0.1435146425854573,-0.1435146425854573,http_method_get_ratio
27,0.9,-0.1435146425854573,112.0,-0.1435146425854573,-0.1435146425854573,http_method_get_ratio
28,0.9090909090909091,-0.1435146425854573,133.0,-0.1435146425854573,-0.1435146425854573,http_method_get_ratio
29,0.9166666666666666,-0.1435146425854573,112.0,-0.1435146425854573,-0.1435146425854573,http_method_get_ratio
30,0.9230769230769231,-0.1435146425854573,102.0,-0.1435146425854573,-0.1435146425854573,http_method_get_ratio
31,0.9285714285714286,-0.1435146425854573,86.0,-0.1435146425854573,-0.1435146425854573,http_method_get_ratio
32,0.9361702127659575,-0.1435146425854573,92.0,-0.1435146425854573,-0.1435146425854573,http_method_get_ratio
33,0.9428571428571428,-0.1435146425854573,112.0,-0.1435146425854573,-0.1435146425854573,http_method_get_ratio
34,0.9473684210526315,-0.1435146425854573,123.0,-0.1435146425854573,-0.1435146425854573,http_method_get_ratio
35,0.9523809523809523,-0.1435146425854573,115.0,-0.1435146425854573,-0.1435146425854573,http_method_get_ratio
36,0.9574468085106383,-0.1435146425854573,79.0,-0.1435146425854573,-0.1435146425854573,http_method_get_ratio
37,0.9642857142857143,-0.1435146425854573,116.0,-0.1435146425854573,-0.1435146425854573,http_method_get_ratio
38,0.9753086419753086,-0.1435146425854573,99.0,-0.1435146425854573,-0.1435146425854573,http_method_get_ratio
39,1.0,-0.1435146425854573,967.0,-0.1435146425854573,-0.1435146425854573,http_method_get_ratio
0,0.0,0.0,0.0,,,http_method_post_ratio
1,0.01384083044982699,0.0,2471.0,0.0,0.0,http_method_post_ratio
2,0.02702702702702703,0.0,113.0,0.0,0.0,http_method_post_ratio
3,0.03571428571428571,0.0,102.0,0.0,0.0,http_method_post_ratio
4,0.04504504504504504,0.0,107.0,0.0,0.0,http_method_post_ratio
5,0.05301645338208409,0.0,107.0,0.0,0.0,http_method_post_ratio
6,0.06666666666666667,0.0,127.0,0.0,0.0,http_method_post_ratio
7,0.0784313725490196,0.0,89.0,0.0,0.0,http_method_post_ratio
8,0.08888888888888889,0.0,106.0,0.0,0.0,http_method_post_ratio
9,0.10344827586206896,0.0,108.0,0.0,0.0,http_method_post_ratio
10,0.11904761904761904,0.0,107.0,0.0,0.0,http_method_post_ratio
11,0.13513513513513514,0.0,109.0,0.0,0.0,http_method_post_ratio
12,0.15151515151515152,0.0,110.0,0.0,0.0,http_method_post_ratio
13,0.17094017094017094,0.0,104.0,0.0,0.0,http_method_post_ratio
14,0.19047619047619047,0.0,110.0,0.0,0.0,http_method_post_ratio
15,0.20689655172413793,0.0,104.0,0.0,0.0,http_method_post_ratio
16,0.23076923076923078,0.0,115.0,0.0,0.0,http_method_post_ratio
17,0.25,0.0,102.0,0.0,0.0,http_method_post_ratio
18,0.2857142857142857,0.0,119.0,0.0,0.0,http_method_post_ratio
19,0.3148148148148148,0.0,95.0,0.0,0.0,http_method_post_ratio
20,0.35,0.0,107.0,0.0,0.0,http_method_post_ratio
21,0.4,0.0,114.0,0.0,0.0,http_method_post_ratio
22,0.46153846153846156,0.0,104.0,0.0,0.0,http_method_post_ratio
23,0.5365853658536586,0.0,105.0,0.0,0.0,http_method_post_ratio
24,0.6666666666666666,0.0,117.0,0.0,0.0,http_method_post_ratio
25,0.7811550151975684,0.0,96.0,0.0,0.0,http_method_post_ratio
26,0.9405940594059405,0.0,108.0,0.0,0.0,http_method_post_ratio
27,1.0,0.0,215.0,0.0,0.0,http_method_post_ratio
0,0.0,-0.0003501698773687428,0.0,,,http_method_head_ratio
1,0.002680965147453083,9.30925339787749e-05,2256.0,-0.0007761523883634807,0.0009623374563210304,http_method_head_ratio
2,0.009345794392523364,9.30925339787749e-05,107.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
3,0.014285714285714285,9.30925339787749e-05,112.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
4,0.018867924528301886,9.30925339787749e-05,107.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
5,0.022727272727272728,9.30925339787749e-05,114.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
6,0.02564102564102564,9.30925339787749e-05,100.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
7,0.029411764705882353,9.30925339787749e-05,114.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
8,0.03333333333333333,9.30925339787749e-05,113.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
9,0.037037037037037035,9.30925339787749e-05,103.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
10,0.04,9.30925339787749e-05,101.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
11,0.043478260869565216,9.30925339787749e-05,133.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
12,0.046875,9.30925339787749e-05,78.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
13,0.05,9.30925339787749e-05,144.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
14,0.05263157894736842,9.30925339787749e-05,86.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
15,0.05555555555555555,9.30925339787749e-05,104.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
16,0.061224489795918366,9.30925339787749e-05,96.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
17,0.06666666666666667,9.30925339787749e-05,132.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
18,0.07142857142857142,9.30925339787749e-05,105.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
19,0.07692307692307693,9.30925339787749e-05,98.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
20,0.08333333333333333,9.30925339787749e-05,129.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
21,0.08928571428571429,9.30925339787749e-05,73.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
22,0.09523809523809523,9.30925339787749e-05,114.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
23,0.10344827586206896,9.30925339787749e-05,100.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
24,0.1111111111111111,9.30925339787749e-05,110.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
25,0.12121212121212122,9.30925339787749e-05,104.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
26,0.13333333333333333,9.30925339787749e-05,124.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
27,0.15,9.30925339787749e-05,91.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
28,0.18518518518518517,9.30925339787749e-05,108.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
29,0.25,9.30925339787749e-05,115.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
30,1.0,9.30925339787749e-05,100.0,9.30925339787749e-05,9.30925339787749e-05,http_method_head_ratio
0,0.0,-0.006651725022219256,0.0,,,http_status_200_ratio
1,0.14285714285714285,-0.006651725022219256,326.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
2,0.2777777777777778,-0.006651725022219256,104.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
3,0.3333333333333333,-0.006651725022219256,160.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
4,0.3684210526315789,-0.006651725022219256,58.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
5,0.39285714285714285,-0.006651725022219256,104.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
6,0.4230769230769231,-0.006651725022219256,110.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
7,0.45454545454545453,-0.006651725022219256,118.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
8,0.4782608695652174,-0.006651725022219256,101.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
9,0.5,-0.006651725022219256,199.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
10,0.5151515151515151,-0.006651725022219256,14.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
11,0.5416666666666666,-0.006651725022219256,108.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
12,0.5555555555555556,-0.006651725022219256,112.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
13,0.5740740740740741,-0.006651725022219256,99.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
14,0.5909090909090909,-0.006651725022219256,113.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
15,0.6052631578947368,-0.006651725022219256,102.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
16,0.625,-0.006651725022219256,116.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
17,0.6428571428571429,-0.006651725022219256,99.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
18,0.6607142857142857,-0.006651725022219256,106.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
19,0.6666666666666666,-0.006651725022219256,110.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
20,0.6851851851851852,-0.006651725022219256,104.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
21,0.6981132075471698,-0.006651725022219256,110.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
22,0.7105263157894737,-0.006651725022219256,110.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
23,0.7222222222222222,-0.006651725022219256,118.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
24,0.7368421052631579,-0.006651725022219256,93.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
25,0.75,-0.006651725022219256,112.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
26,0.7659574468085106,-0.006651725022219256,102.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
27,0.7794117647058824,-0.006651725022219256,108.0,-0.006651725022219256,-0.006651725022219256,http_status_200_ratio
